command,repos
lsp-plugins-send-mono,extra
lsp-plugins-send-stereo,extra
lsp-plugins-slap-delay-mono,extra
lsp-plugins-slap-delay-stereo,extra
lsp-plugins-spectrum-analyzer-x1,extra
lsp-plugins-spectrum-analyzer-x12,extra
lsp-plugins-spectrum-analyzer-x16,extra
lsp-plugins-spectrum-analyzer-x2,extra
lsp-plugins-spectrum-analyzer-x4,extra
lsp-plugins-spectrum-analyzer-x8,extra
lsp-plugins-surge-filter-mono,extra
lsp-plugins-surge-filter-stereo,extra
lsp-plugins-trigger-midi-mono,extra
lsp-plugins-trigger-midi-stereo,extra
lsp-plugins-trigger-mono,extra
lsp-plugins-trigger-stereo,extra
lspci,core
lspst,extra
lss16toppm,core
lsscsi,extra
lssu,core
lstimed,extra
lstmeval,extra
lstmtraining,extra
lstopo,extra
lstopo-no-graphics,extra
lsusb,core
lsusb.py,core
lsvmbus,extra
lsw,extra
lswallpaper,extra
ltags,extra
ltext2id6,extra
lto-dump,core
ltrace,extra
ltreloc,extra
lttng-gen-tp,extra
ltx2crossrefxml,extra
ltx2unitxt,extra
ltxfileinfo,extra
ltximg,extra
lua,extra
lua-language-server,extra
lua5.1,extra
lua5.2,extra
lua5.3,extra
lua5.4,extra
lua5.5,extra
luac,extra
luac5.1,extra
luac5.2,extra
luac5.3,extra
luac5.4,extra
luac5.5,extra
luacheck,extra
luacsplain,extra
luafindfont,extra
luahbtex,extra
luajit,extra
luajit-2.1.1788856981,extra
luajithbtex,extra
luajittex,extra
luakit,extra
lualatex,extra
lualatex-dev,extra
luametatex,extra
luanti,extra
luantiserver,extra
luaotfload-tool,extra
luarepl,extra
luarocks,extra
luarocks-admin,extra
luatex,extra
luau,extra
luau-analyze,extra
luau-ast,extra
luau-bytecode,extra
luau-compile,extra
luau-reduce,extra
lucky_commit,extra
luit,extra
luks2hashcat.py,extra
luks2john,extra
luksmeta,extra
luminance-hdr,extra
luminance-hdr-cli,extra
lupdate,extra
lupdate-pro,extra
lupdate-pro-qt5,extra
lupdate-pro6,extra
lupdate-qt5,extra
lupdate6,extra
luppp,extra
lur-command,extra
lurk,extra
lutris,extra
lv2_validate,extra
lv2apply,extra
lv2bench,extra
lv2file,extra
lv2info,extra
lv2lint,extra
lv2ls,extra
lv2specgen.py,extra
lvchange,core
lvconvert,core
lvcreate,core
lvdisplay,core
lvextend,core
lvm,core
lvm-cache-stats,extra
lvm_import_vdo,core
lvmconfig,core
lvmdevices,core
lvmdiskscan,core
lvmdump,core
lvmpersist,core
lvmpolld,core
lvmsadc,core
lvmsar,core
lvreduce,core
lvremove,core
lvrename,core
lvresize,core
lvs,core
lvscan,core
lwarpmk,extra
lwtrace,extra
lx,extra
lxappearance,extra
lxc,extra
lxc-attach,extra
lxc-autostart,extra
lxc-cgroup,extra
lxc-checkconfig,extra
lxc-checkpoint,extra
lxc-config,extra
lxc-console,extra
lxc-copy,extra
lxc-create,extra
lxc-destroy,extra
lxc-device,extra
lxc-execute,extra
lxc-freeze,extra
lxc-info,extra
lxc-ls,extra
lxc-monitor,extra
lxc-snapshot,extra
lxc-start,extra
lxc-stop,extra
lxc-to-incus,extra
lxc-top,extra
lxc-unfreeze,extra
lxc-unshare,extra
lxc-update-config,extra
lxc-usernsexec,extra
lxc-wait,extra
lxcfs,extra
lxclipboard,extra
lxd,extra
lxd-agent,extra
lxd-benchmark,extra
lxd-convert,extra
lxd-user,extra
lxde-logout,extra
lxdm,extra
lxdm-binary,extra
lxdm-config,extra
lxdoas,extra
lxhotkey,extra
lximage-qt,extra
lxinput,extra
lxlauncher,extra
lxlock,extra
lxmusic,extra
lxpanel,extra
lxpanelctl,extra
lxpolkit,extra
lxqt-about,extra
lxqt-admin-time,extra
lxqt-admin-user,extra
lxqt-admin-user-helper,extra
lxqt-archiver,extra
lxqt-backlight_backend,extra
lxqt-config,extra
lxqt-config-appearance,extra
lxqt-config-brightness,extra
lxqt-config-file-associations,extra
lxqt-config-globalkeyshortcuts,extra
lxqt-config-input,extra
lxqt-config-locale,extra
lxqt-config-monitor,extra
lxqt-config-notificationd,extra
lxqt-config-powermanagement,extra
lxqt-config-session,extra
lxqt-globalkeysd,extra
lxqt-leave,extra
lxqt-notificationd,extra
lxqt-openssh-askpass,extra
lxqt-panel,extra
lxqt-policykit-agent,extra
lxqt-powermanagement,extra
lxqt-qdbus,extra
lxqt-runner,extra
lxqt-session,extra
lxqt-sudo,extra
lxqt-transupdate,extra
lxqt2-transupdate,extra
lxrandr,extra
lxsession,extra
lxsession-db,extra
lxsession-default,extra
lxsession-default-apps,extra
lxsession-default-terminal,extra
lxsession-edit,extra
lxsession-logout,extra
lxsession-xdg-autostart,extra
lxsettings-daemon,extra
lxshortcut,extra
lxsu,extra
lxsudo,extra
lxt2miner,extra
lxt2vcd,extra
lxtask,extra
lxterminal,extra
ly,extra
ly-dm,extra
ly-server,extra
lychee,extra
lynis,extra
lynx,extra
lz,extra
lz4,core
lz4c,core
lz4cat,core
lzcat,core
lzcmp,core
lzdiff,core
lzegrep,core
lzf,extra
lzfgrep,core
lzgrep,core
lzip,extra
lzless,core
lzma,core
lzmadec,core
lzmainfo,core
lzmore,core
lzop,extra
m,extra
m17n-conv,extra
m17n-date,extra
m17n-db,extra
m17n-dump,extra
m17n-edit,extra
m17n-input-test,extra
m17n-view,extra
m4,core
mac,extra
mac2john,extra
mac2john-alt,extra
mac2unix,extra
macchanger,extra
macchina,extra
machine_role.py,extra
machinectl,core
macof,extra
macpack,extra
macptopbm,extra
mactime,extra
mado,extra
maelstrom-broker,extra
maelstrom-client,extra
maelstrom-go-test,extra
maelstrom-pytest,extra
maelstrom-run,extra
maelstrom-worker,extra
mag,extra
mage,extra
magic-wormhole,extra
magick,extra
magick-script,extra
magnet-link,extra
magnum-al-info,extra
magnum-distancefieldconverter,extra
magnum-fontconverter,extra
magnum-gl-info,extra
magnum-imageconverter,extra
mail,core
mail-lock,extra
mail-touchlock,extra
mail-unlock,extra
mailmail,extra
mailman,extra
mailman-web,extra
mailnag,extra
mailnag-config,extra
mailodf,extra
mailpost,extra
mailq,extra
mailsnarf,extra
mailutils,extra
mailutils-config,extra
mailutime,extra
mailx,core
maim,extra
mairix,extra
make,core
make4ht,extra
make_f2fs,extra
make_filelists,extra
make_metadata,extra
make_pysol_freecell_board.py,extra
make_strings,extra
make_tpl_varnames_h,extra
make_utts,extra
make_wagon_desc,extra
makealias,extra
makebin,extra
makecert,extra
makechrootpkg,extra
makeconv,core
makecsd,extra
makedb,core
makedbz,extra
makedepend,extra
makedtx,extra
makedumpfile,extra
makedumpfile-R.pl,extra
makefdb,extra
makefile_count,extra
makeg,extra
makeglossaries,extra
makeglossaries-lite,extra
makehistory,extra
makeindex,extra
makeinfo,core
makeivs-ng,extra
makejvf,extra
makemap,extra
makemhr,extra
makemulti,extra
makeobj,extra
makepage,extra
makepkg,core
makepkg-template,core
makerepropkg,extra
makers,extra
makeskel,extra
makeskel.rsj,extra
makeswf,extra
maketx,extra
makewhatis,extra
mako,extra
mako-render,extra
makoctl,extra
malcontent-client,extra
malcontent-control,extra
mame,extra
mame-split,extra
man,core;extra
man-recode,core
man.cgi,extra
man2html,extra
mancha,extra
mandb,core
mandelbrot,extra
mandelbrot32,multilib
mandoc,extra
mandocd,extra
mandown,extra
manette-test,extra
mangoapp,extra
mangohud,extra
mangohudctl,extra
mangoplot,extra
manhole-cli,extra
manpath,core
mansect,core
mansectf,core
manuals,extra
manweb,extra
manywin,extra
manywin32,multilib
map_unit,extra
mapcompile,extra
mapdecompile,extra
mapnames,extra
mapnik-index,extra
mapnik-render,extra
mapnik-viewer,extra
mapscrn,core
mapstats,extra
marble,extra
marble-behaim,extra
marble-maps,extra
marble-qt,extra
marco,extra
marco-message,extra
marco-theme-viewer,extra
marco-window-demo,extra
mari0,extra
mariabackup,extra
mariadb,extra
mariadb-access,extra
mariadb-admin,extra
mariadb-backup,extra
mariadb-binlog,extra
mariadb-check,extra
mariadb-client-test,extra
mariadb-client-test-embedded,extra
mariadb-config,extra
mariadb-conv,extra
mariadb-convert-table-format,extra
mariadb-dump,extra
mariadb-dumpslow,extra
mariadb-embedded,extra
mariadb-find-rows,extra
mariadb-fix-extensions,extra
mariadb-hotcopy,extra
mariadb-import,extra
mariadb-install-db,extra
mariadb-ldb,extra
mariadb-migrate-config-file,extra
mariadb-plugin,extra
mariadb-secure-installation,extra
mariadb-service-convert,extra
mariadb-setpermission,extra
mariadb-show,extra
mariadb-slap,extra
mariadb-test,extra
mariadb-test-embedded,extra
mariadb-tzinfo-to-sql,extra
mariadb-upgrade,extra
mariadb-waitpid,extra
mariadb_config,extra
mariadbd,extra
mariadbd-multi,extra
mariadbd-safe,extra
mariadbd-safe-helper,extra
marisa-benchmark,extra
marisa-build,extra
marisa-common-prefix-search,extra
marisa-dump,extra
marisa-lookup,extra
marisa-predictive-search,extra
marisa-reverse-lookup,extra
markdown,extra
markdown-calibre,extra
markdown-it,extra
markdown-oxide,extra
markdown-unlit,extra
markdown2,extra
markdown2tex,extra
markdown_py,extra
markdownify,extra
markdownlint,extra
markdownlint-cli2,extra
marked,extra
marked-man,extra
marker,extra
marknote,extra
markov,extra
marksman,extra
marmite,extra
maruku,extra
marutex,extra
mas-cli,extra
masktest,extra
masscan,extra
massif-visualizer,extra
master,extra
master_me,extra
mat2,extra
match_parens,extra
matdump,extra
mate-about,extra
mate-about-me,extra
mate-appearance-properties,extra
mate-at-properties,extra
mate-autogen,extra
mate-calc,extra
mate-calc-cmd,extra
mate-calculator,extra
mate-color-select,extra
mate-control-center,extra
mate-cpufreq-selector,extra
mate-default-applications-properties,extra
mate-desktop-item-edit,extra
mate-dictionary,extra
mate-disk-image-mounter,extra
mate-disk-usage-analyzer,extra
mate-display-properties,extra
mate-display-properties-install-systemwide,extra
mate-doc-common,extra
mate-file-share-properties,extra
mate-font-viewer,extra
mate-keybinding-properties,extra
mate-keyboard-properties,extra
mate-maximus,extra
mate-mouse-properties,extra
mate-network-properties,extra
mate-notification-properties,extra
mate-panel,extra
mate-panel-screenshot,extra
mate-panel-test-applets,extra
mate-power-backlight-helper,extra
mate-power-manager,extra
mate-power-preferences,extra
mate-power-statistics,extra
mate-screensaver,extra
mate-screensaver-command,extra
mate-screensaver-preferences,extra
mate-screenshot,extra
mate-search-tool,extra
mate-session,extra
mate-session-inhibit,extra
mate-session-properties,extra
mate-session-save,extra
mate-system-info,extra
mate-system-log,extra
mate-system-monitor,extra
mate-terminal,extra
mate-terminal.wrapper,extra
mate-thumbnail-font,extra
mate-time-admin,extra
mate-typing-monitor,extra
mate-volume-control,extra
mate-volume-control-status-icon,extra
mate-window-properties,extra
mate-wm,extra
mathspic,extra
matteblend.flt,extra
matterbridge,extra
mattermost,extra
mattermost-desktop,extra
mattrib,extra
matugen,extra
maturin,extra
maude,extra
mausezahn,extra
maxcso,extra
maxima,extra
mb2md.pl,extra
mbadblocks,extra
mbedtls3_aead_demo,extra
mbedtls3_benchmark,extra
mbedtls3_cert_app,extra
mbedtls3_cert_req,extra
mbedtls3_cert_write,extra
mbedtls3_cipher_aead_demo,extra
mbedtls3_crl_app,extra
mbedtls3_crypt_and_hash,extra
mbedtls3_crypto_examples,extra
mbedtls3_dh_client,extra
mbedtls3_dh_genprime,extra
mbedtls3_dh_server,extra
mbedtls3_dtls_client,extra
mbedtls3_dtls_server,extra
mbedtls3_ecdh_curve25519,extra
mbedtls3_ecdsa,extra
mbedtls3_gen_entropy,extra
mbedtls3_gen_key,extra
mbedtls3_gen_random_ctr_drbg,extra
mbedtls3_generic_sum,extra
mbedtls3_hello,extra
mbedtls3_hmac_demo,extra
mbedtls3_key_app,extra
mbedtls3_key_app_writer,extra
mbedtls3_key_ladder_demo,extra
mbedtls3_key_ladder_demo.sh,extra
mbedtls3_load_roots,extra
mbedtls3_md_hmac_demo,extra
mbedtls3_metatest,extra
mbedtls3_mini_client,extra
mbedtls3_mpi_demo,extra
mbedtls3_pem2der,extra
mbedtls3_pk_decrypt,extra
mbedtls3_pk_encrypt,extra
mbedtls3_pk_sign,extra
mbedtls3_pk_verify,extra
mbedtls3_psa_constant_names,extra
mbedtls3_psa_hash,extra
mbedtls3_query_compile_time_config,extra
mbedtls3_query_included_headers,extra
mbedtls3_req_app,extra
mbedtls3_rsa_decrypt,extra
mbedtls3_rsa_encrypt,extra
mbedtls3_rsa_genkey,extra
mbedtls3_rsa_sign,extra
mbedtls3_rsa_sign_pss,extra
mbedtls3_rsa_verify,extra
mbedtls3_rsa_verify_pss,extra
mbedtls3_selftest,extra
mbedtls3_ssl_client1,extra
mbedtls3_ssl_client2,extra
mbedtls3_ssl_context_info,extra
mbedtls3_ssl_fork_server,extra
mbedtls3_ssl_mail_client,extra
mbedtls3_ssl_pthread_server,extra
mbedtls3_ssl_server,extra
mbedtls3_ssl_server2,extra
mbedtls3_strerror,extra
mbedtls3_udp_proxy,extra
mbedtls3_zeroize,extra
mbedtls_aead_demo,extra
mbedtls_cert_app,extra
mbedtls_cert_req,extra
mbedtls_cert_write,extra
mbedtls_crl_app,extra
mbedtls_crypto_examples,extra
mbedtls_dtls_client,extra
mbedtls_dtls_server,extra
mbedtls_generate_random_uuid,extra
mbedtls_hmac_demo,extra
mbedtls_key_ladder_demo,extra
mbedtls_key_ladder_demo.sh,extra
mbedtls_load_roots,extra
mbedtls_metatest,extra
mbedtls_mini_client,extra
mbedtls_pem2der,extra
mbedtls_psa_constant_names,extra
mbedtls_psa_hash,extra
mbedtls_query_compile_time_config,extra
mbedtls_query_included_headers,extra
mbedtls_req_app,extra
mbedtls_selftest,extra
mbedtls_ssl_client1,extra
mbedtls_ssl_client2,extra
mbedtls_ssl_context_info,extra
mbedtls_ssl_fork_server,extra
mbedtls_ssl_mail_client,extra
mbedtls_ssl_pthread_server,extra
mbedtls_ssl_server,extra
mbedtls_ssl_server2,extra
mbedtls_strerror,extra
mbedtls_udp_proxy,extra
mbedtls_zeroize,extra
mbim-network,extra
mbimcli,extra
mboximporter,extra
mbstream,extra
mbsync,extra
mbsync-get-cert,extra
mbuffer,extra
mc,extra
mc-tool,extra
mc-wait-for-name,extra
mcabber,extra
mcafee_epo2john,extra
mcat,extra
mcd,extra
mcdiff,extra
mcedit,extra
mcfly,extra
mcheck,extra
mckey,extra
mcli,extra
mcomp,extra
mconfig,extra
mcookie,core
mcopy,extra
mcp,extra
mcp-remote,extra
mcp-remote-client,extra
mcpp,extra
mcqd,extra
mcs,extra
mcube,extra
mcv,extra
mcview,extra
md-tui,extra
md2html,extra
md2po,extra
md5pass,core
md5sum,core
mda,extra
mdadm,core
mdassembler,extra
mdatopbm,extra
mdb_copy,extra
mdb_dump,extra
mdb_load,extra
mdb_stat,extra
mdbook,extra
mdbook-linkcheck,extra
mdbook-mermaid,extra
mdbrebase,extra
mdconvert,extra
mdel,extra
mdeltree,extra
mdexport,extra
mdf2iso,extra
mdflush,extra
mdformat,extra
mdfried,extra
mdig,extra
mdir,extra
mdk2solv,extra
mdk4,extra
mdl,extra
mdmon,core
mdoc,extra
mdoc-assemble,extra
mdoc-export-html,extra
mdoc-export-msxdoc,extra
mdoc-update,extra
mdoc-validate,extra
mdoctorfat,extra
mdp,extra
mdr-x,extra
mdsearch,extra
mdserve,extra
mdt,extra
mdu,extra
mdump2,extra
mdump3,extra
mdump4,extra
mdvalidater,extra
mdview,extra
mdx2po,extra
mdz,extra
mdz_smoke_test,extra
med2xml,extra
medconforme,extra
media-ctl,extra
mediainfo,extra
mediainfo-gui,extra
mediathekview,extra
mediawriter,extra
medimport,extra
mednafen,extra
medusa,extra
meek-client,extra
meek-server,extra
megaglest,extra
megaglest_editor,extra
megaglest_g3dviewer,extra
megra_rs,extra
meilisearch,extra
meinproc6,extra
melange,extra
meld,extra
mellite,extra
melt,extra
melt-7,extra
mem_image,extra
memaslap,extra
memcached,extra
memcached-tool,extra
memcapable,extra
memcat,extra
memcp,extra
memdiskfind,core
memdump,extra
memerror,extra
memexist,extra
memflush,extra
memhog,extra
memleak,extra
memoize-clean.pl,extra
memoize-clean.py,extra
memoize-extract.pl,extra
memoize-extract.py,extra
memparse,extra
memping,extra
memprof2calltree,extra
memray,extra
memrm,extra
memslap,extra
memstat,extra
memtest_vulkan,extra
memtest_vulkan_verbose,extra
memtester,extra
memtouch,extra
memusage,core
memusagestat,core
mencoder,extra
mendex,extra
menuconfig,extra
menyoki,extra
merge,extra
merge3,extra
merge_metadata,extra
merge_unicharsets,extra
mergecap,extra
mergelib,extra
mergerepo_c,extra
mergesolv,extra
mergiraf,extra
merkaartor,extra
merkuro-calendar,extra
merkuro-contact,extra
merkuro-mail,extra
mesa-overlay-control.py,extra
mesa-screenshot-control.py,extra
mesg,core
mesh-cfgclient,extra
mesh-cfgtest,extra
meshbird,extra
meshctl,extra
meson,extra
messages,extra
metacity,extra
metacity-message,extra
metacity-theme-viewer,extra
metaconvert,extra
metadata-cleaner,extra
metadata-json-deps,extra
metadata-json-lint,extra
metadata2gha,extra
metaflac,extra
metalog,extra
metamask2hashcat.py,extra
metaobjectdump.py,extra
metronome,extra
mev,core
mex,extra
mf,extra
mf-nowin,extra
mf2pt1,extra
mf_nonce_brute,extra
mf_trace_brute,extra
mfd_aes_brute,extra
mfd_multi_brute,extra
mfkey32,extra
mfkey32nested,extra
mfkey32v2,extra
mfkey64,extra
mflua,extra
mflua-nowin,extra
mfluajit,extra
mfluajit-nowin,extra
mfoc,extra
mformat,extra
mfplain,extra
mfsappendchunks,extra
mfsarchive,extra
mfsbdev,extra
mfscgiserv,extra
mfscheckfile,extra
mfschkarchive,extra
mfschunkdbdump,extra
mfschunkserver,extra
mfschunktool,extra
mfscli,extra
mfsclonesclass,extra
mfsclrarchive,extra
mfscopyeattr,extra
mfscopygoal,extra
mfscopyquota,extra
mfscopysclass,extra
mfscopytrashretention,extra
mfscopytrashtime,extra
mfscreatepattern,extra
mfscreatesclass,extra
mfscsstatsdump,extra
mfsdeleattr,extra
mfsdeletepattern,extra
mfsdeletesclass,extra
mfsdelquota,extra
mfsdiagtools,extra
mfsdirinfo,extra
mfseattr,extra
mfsfacl,extra
mfsfileinfo,extra
mfsfilepaths,extra
mfsfilerepair,extra
mfsgeteattr,extra
mfsgetfacl,extra
mfsgetgoal,extra
mfsgetquota,extra
mfsgetsclass,extra
mfsgettrashretention,extra
mfsgettrashtime,extra
mfsgui,extra
mfsimportsclass,extra
mfslistpattern,extra
mfslistsclass,extra
mfsmakesnapshot,extra
mfsmaster,extra
mfsmetadirinfo,extra
mfsmetadump,extra
mfsmetalogger,extra
mfsmetarestore,extra
mfsmetasearch,extra
mfsmodifysclass,extra
mfsmount,extra
mfsnetdump,extra
mfspatadmin,extra
mfsquota,extra
mfsrenamesclass,extra
mfsrmsnapshot,extra
mfsscadmin,extra
mfssclass,extra
mfssetarchive,extra
mfsseteattr,extra
mfssetfacl,extra
mfssetgoal,extra
mfssetquota,extra
mfssetsclass,extra
mfssettrashretention,extra
mfssettrashtime,extra
mfssnapshots,extra
mfsstatsdump,extra
mfssupervisor,extra
mfstrashretention,extra
mfstrashtime,extra
mfstrashtool,extra
mfsxchgsclass,extra
mft,extra
mftext,extra
mftraining,extra
mfx-tracer-config,extra
mg,extra
mgard-cpu,extra
mgard-x,extra
mgard-x-autotuner,extra
mgba,extra
mgba-qt,extra
mgrtopbm,extra
mib2c,extra
mib2c-update,extra
mibcopy,extra
mibdump,extra
micro,extra
micronucleus,extra
microsocks,extra
mid3cp,extra
mid3iconv,extra
mid3v2,extra
midi2abc,extra
midi2ly,extra
midicat,extra
midicat32,multilib
midicopy,extra
midid,extra
mididings,extra
midish,extra
midistats,extra
mido-connect,extra
mido-play,extra
mido-ports,extra
mido-serve,extra
mighty,extra
mighty-mkindex,extra
mightyctl,extra
migrate-vars,extra
migratepages,extra
migspeed,extra
mii-tool,core
mikeyParse,extra
milc-color,extra
milkycli,extra
milkytracker,extra
mimeview,extra
mimikatz.py,extra
mimir,extra
mimirtool,extra
min-nbd-client,extra
minder,extra
minetest,extra
minetestserver,extra
minews,extra
minfo,extra
ming-config,extra
minicom,extra
minidlnad,extra
minidump,extra
minieap,extra
miniflux,extra
minikube,extra
minilzip,extra
minimize,extra
minisat,extra
miniserve,extra
minisign,extra
minitest,extra
minitest-queue,extra
miniupnpd,extra
minuet,extra
mirb,extra
mirro-rs,extra
mise,extra
misfortune,extra
misfortune-strfile,extra
mispipe,extra
missioncenter,extra
missioncenter-magpie,extra
mistletoe,extra
mistune,extra
mitmdump,extra
mitmproxy,extra
mitmproxy-linux-redirector,extra
mitmproxy2swagger,extra
mitmweb,extra
mix,extra
mixartloader,extra
mixer,extra
mixxx,extra
mjpeg_simd_helper,extra
mk4ht,extra
mk_cmds,core
mk_isdnhwdb,extra
mka64ins,extra
mkafmmap,extra
mkapfs,extra
mkarchiso,extra
mkarchroot,extra
mkarmins,extra
mkbitmap,extra
mkbootimg,extra
mkbundle,extra
mkc_check_compiler,extra
mkc_check_custom,extra
mkc_check_decl,extra
mkc_check_funclib,extra
mkc_check_header,extra
mkc_check_prog,extra
mkc_check_sizeof,extra
mkc_check_version,extra
mkc_compiler_settings,extra
mkc_install,extra
mkc_which,extra
mkcamlp5,extra
mkcamlp5.opt,extra
mkcert,extra
mkcmake,extra
mkcomposefs,extra
mkcp,core
mkcsmapper,extra
mkcycl,extra
mkd2html,extra
mkdir,core
mkdirhier,extra
mkdiskimage,core
mkdocs,extra
mkdocs-get-deps,extra
mkdosfs,core
mkdotl,extra
mkdtboimg,extra
mke2fs,core
mke2fs.android,extra
mkenvimage,extra
mkesdb,extra
mkexfatfs,extra
mkfastmod,extra
mkfatimage,extra
mkfatimage16,extra
mkfifo,core
mkfontdir,extra
mkfontscale,extra
mkfs,core
mkfs.apfs,extra
mkfs.bcachefs,extra
mkfs.bfs,core
mkfs.btrfs,core
mkfs.cramfs,core
mkfs.erofs,extra
mkfs.exfat,extra
mkfs.ext2,core
mkfs.ext3,core
mkfs.ext4,core
mkfs.f2fs,extra
mkfs.fat,core
mkfs.fuse.bcachefs,extra
mkfs.jffs2,extra
mkfs.jfs,core
mkfs.minix,core
mkfs.msdos,core
mkfs.nilfs2,core
mkfs.ntfs,extra
mkfs.ubifs,extra
mkfs.udf,extra
mkfs.vfat,core
mkfs.xfs,core
mkgraph,extra
mkgrkindex,extra
mkhom,extra
mkhom_old,extra
mkhomedir_helper,core
mkhtmlindex,extra
mkhybrid,extra
mkimage,extra
mkinc,extra
mkindex,extra
mkinitcpio,core
mkinsadd,extra
mkisofs,extra
mkjobtexmf,extra
mkkanwa,extra
mkl_link_tool,extra
mklistdoc,extra
mklost+found,core
mkmanifest,extra
mkmovixiso,extra
mknic-nbi,extra
mknmz,extra
mknod,core
mkntfs,extra
mkocp,extra
mkoctfile,extra
mkoctfile-11.3.0,extra
mkofm,extra
mkosi,extra
mkosi-addon,extra
mkosi-initrd,extra
mkosi-sandbox,extra
mkpasswd,extra
mkpasswd-expect,extra
mkpic,extra
mkrfc2734,extra
mkrlconf,extra
mksfo,extra
mksquashfs,extra
mksub,extra
mksubvolume,extra
mkswap,core
mkt1font,extra
mktemp,core
mktexfmt,extra
mktexlsr,extra
mktexmf,extra
mktexpk,extra
mktextfm,extra
mktorrent,extra
mktree,extra
mkudffs,extra
mkvcalcproba,extra
mkvextract,extra
mkvinfo,extra
mkvmerge,extra
mkvpropedit,extra
mkvtoolnix-gui,extra
mkwinpeimg,extra
mkx86ins,extra
ml_count,extra
mlabel,extra
mlc,extra
mli2,extra
mlitenotificationtool,extra
mllatex,extra
mllex,extra
mlnlffigen,extra
mlocate,extra
mlprof,extra
mlr,extra
mltex,extra
